1 1:0.963355 2:1.03298 3:-0.871861 4:-0.662229 5:-0.667949 6:-1.058118 7:1.2032 8:0.934211
-1 1:-1.093858 2:2.013224 3:0.198608 4:-0.36353 5:1.246251 6:0.599583 7:-0.930714 8:-0.672061
1 1:1.466399 2:1.453051 3:-0.919215 4:-0.682692 5:-0.657882 6:-1.149229 7:1.309898 8:1.517859
-1 1:-2.023544 2:-1.358687 3:2.312034 4:2.588276 5:1.630673 6:1.132118 7:-1.108069 8:-0.692936
-1 1:0.10806 2:-0.029038 3:-0.677579 4:-0.580581 5:-0.660364 6:-1.147155 7:1.256848 8:1.431007
1 1:0.892985 2:0.484375 3:-0.692803 4:-0.650809 5:-0.662845 6:-0.977653 7:1.103154 8:0.73018
-1 1:-0.942663 2:-1.511999 3:0.799181 4:0.856235 5:1.185187 6:1.931804 7:-1.080308 8:-0.696231
1 1:0.261667 2:0.490716 3:-0.562839 4:-0.605116 5:-0.654029 6:-1.081279 7:1.117354 8:0.989951
1 1:0.473983 2:0.491862 3:-0.638554 4:-0.609865 5:-0.676482 6:-1.063148 7:1.962756 8:1.928749
-1 1:0.517612 2:1.391845 3:-0.489929 4:-0.632528 5:-0.118732 6:0.900229 7:-0.69931 8:-0.63646
-1 1:-1.579812 2:-0.572309 3:1.545468 4:1.165891 5:1.78171 6:1.414649 7:-1.186693 8:-0.693783
-1 1:-1.660235 2:-1.502334 3:2.189706 4:2.582835 5:0.912565 6:1.199362 7:-1.009514 8:-0.683879
1 1:1.469415 2:0.574152 3:-0.883007 4:-0.635992 5:-0.398253 6:0.218542 7:-0.446392 8:-0.556323
-1 1:-1.497982 2:-1.527599 3:1.796862 4:1.849852 5:2.786923 6:0.812254 7:-1.228035 8:-0.688178
1 1:1.366273 2:0.91466 3:-0.840202 4:-0.6378 5:-0.28966 6:0.48441 7:-0.578799 8:-0.602014
-1 1:-1.506627 2:-0.188993 3:0.956285 4:0.42724 5:1.721412 6:1.694295 7:-1.212807 8:-0.698378
-1 1:-1.304766 2:-0.563736 3:1.310708 4:0.868415 5:0.971774 6:1.592237 7:-1.017477 8:-0.688924
1 1:0.673029 2:1.022632 3:-0.605327 4:-0.6315 5:-0.681768 6:-1.066573 7:2.076547 8:1.930693
-1 1:-0.376085 2:-1.055762 3:0.022891 4:-0.074952 5:-0.360367 6:0.223312 7:-0.555286 8:-0.595176
-1 1:-0.650528 2:-0.490854 3:0.682844 4:0.189518 5:-0.032431 6:0.708934 7:-0.744252 8:-0.639391
-1 1:-0.65093 2:-0.587705 3:0.284306 4:-0.008208 5:-0.25244 6:0.524244 7:-0.610142 8:-0.608726
-1 1:-0.669025 2:3.753385 3:-0.321124 4:-0.671838 5:2.837659 6:1.044773 7:-1.278379 8:-0.696352
-1 1:-0.879129 2:0.335076 3:0.588205 4:0.018819 5:-0.016454 6:0.801075 7:-0.756631 8:-0.643923
-1 1:-1.54322 2:-2.005457 3:2.611027 4:3.525438 5:2.093387 6:1.928329 7:-1.226463 8:-0.698462
1 1:0.610098 2:0.301598 3:-0.744368 4:-0.638193 5:-0.656107 6:-0.870241 7:0.945685 8:0.47966
1 1:0.080917 2:0.208011 3:-0.598714 4:-0.556203 5:-0.494217 6:-0.054544 7:-0.264623 8:-0.479107
-1 1:-2.022338 2:-1.439194 3:2.685896 4:3.339546 5:2.622995 6:1.103991 7:-1.225475 8:-0.696278
1 1:0.980445 2:1.35581 3:-0.850436 4:-0.655078 5:-0.426576 6:0.013862 7:-0.45023 8:-0.552654
1 1:1.11455 2:0.660706 3:-0.767325 4:-0.656744 5:-0.661473 6:-1.004549 7:1.092131 8:0.734573
1 1:0.686701 2:0.874214 3:-0.761497 4:-0.641702 5:-0.675413 6:-1.202703 7:2.121086 8:2.791302
1 1:0.632818 2:-0.131038 3:-0.737529 4:-0.578207 5:-0.640876 6:-0.954909 7:0.635691 8:0.301906
-1 1:-0.195134 2:-0.97299 3:0.079381 4:-0.092855 5:-0.3246 6:0.401332 7:-0.502237 8:-0.573071
-1 1:0.143043 2:0.411656 3:-0.328658 4:-0.47287 5:-0.494963 6:-0.085373 7:-0.228938 8:-0.455886
1 1:0.45629 2:0.075614 3:-0.573202 4:-0.541006 5:-0.667142 6:-1.075266 7:1.092107 8:0.85556
1 1:0.644881 2:0.410732 3:-0.829662 4:-0.633687 5:-0.668736 6:-1.093941 7:1.432338 8:1.34151
1 1:1.525711 2:-0.255325 3:-0.903048 4:-0.563669 5:-0.660868 6:-1.161581 7:1.359095 8:1.647873
1 1:1.903899 2:0.126569 3:-1.038334 4:-0.595988 5:-0.633997 6:-0.855911 7:0.659761 8:0.302662
1 1:0.982053 2:-0.593492 3:-0.601764 4:-0.53439 5:-0.624475 6:-0.714988 7:0.373904 8:-0.053186
-1 1:-2.009269 2:-1.448423 3:2.320394 4:2.638495 5:1.673783 6:0.615379 7:-1.009242 8:-0.681522
-1 1:-1.781271 2:-0.963301 3:1.838761 4:1.676355 5:2.238957 6:1.414563 7:-1.236759 8:-0.695504
1 1:0.384111 2:0.433721 3:-0.766176 4:-0.605358 5:-0.614328 6:-0.778611 7:0.336101 8:-0.015514
1 1:1.027693 2:0.82045 3:-0.787986 4:-0.645434 5:-0.684148 6:-1.169545 7:2.272383 8:2.565713
-1 1:-1.761969 2:-1.472452 3:2.053785 4:2.191992 5:1.759035 6:1.384839 7:-1.175737 8:-0.693059
1 1:0.677653 2:-0.905961 3:-0.734888 4:-0.450304 5:-0.665084 6:-1.059925 7:1.28043 8:1.101739
1 1:0.634024 2:-0.227425 3:-0.70374 4:-0.56495 5:-0.626735 6:-0.853076 7:0.448026 8:0.101205
1 1:0.866446 2:0.68605 3:-0.793265 4:-0.643666 5:-0.489738 6:-0.091477 7:-0.271438 8:-0.476453
-1 1:-0.631226 2:-0.82531 3:0.339721 4:0.098523 5:-0.466902 6:-0.051898 7:-0.256424 8:-0.459853
1 1:0.304894 2:0.259478 3:-0.64572 4:-0.581852 5:-0.624052 6:-0.693499 7:0.3793 8:-0.051249
1 1:0.874287 2:0.289269 3:-0.614135 4:-0.624564 5:-0.620864 6:-0.868805 7:0.251177 8:-0.070586
-1 1:0.412661 2:-0.350405 3:-0.208657 4:-0.396638 5:-0.523488 6:-0.132128 7:-0.151056 8:-0.422251
1 1:1.238401 2:0.81139 3:-0.816321 4:-0.661743 5:-0.659052 6:-1.023015 7:0.8602 8:0.541573
-1 1:-0.265102 2:-1.071225 3:0.179613 4:0.012991 5:-0.510396 6:-0.132138 7:-0.189507 8:-0.436086
-1 1:-1.000768 2:-0.387808 3:0.770455 4:0.372955 5:-0.342514 6:0.175489 7:-0.494624 8:-0.56045
1 1:0.432967 2:0.276181 3:-0.701386 4:-0.589191 5:-0.609729 6:-0.669174 7:0.195268 8:-0.184204
-1 1:-2.03802 2:-1.628782 3:2.828106 4:3.666651 5:3.274753 6:1.395222 7:-1.352313 8:-0.692537
-1 1:-0.888378 2:-0.819678 3:0.487166 4:0.17358 5:0.239464 6:1.076341 7:-0.895436 8:-0.674176
1 1:1.353606 2:0.796692 3:-0.957899 4:-0.63954 5:-0.669119 6:-1.044025 7:1.374363 8:1.095441
-1 1:-0.563671 2:-1.295293 3:0.886399 4:0.676818 5:0.109367 6:0.837442 7:-0.846568 8:-0.662856
-1 1:-1.307179 2:-1.15015 3:1.300479 4:1.061394 5:0.02119 6:0.706291 7:-0.765724 8:-0.642687
1 1:0.713039 2:-0.099735 3:-0.790116 4:-0.568815 5:-0.641804 6:-0.915355 7:0.694179 8:0.334262
-1 1:-0.795087 2:-0.560708 3:0.558035 4:0.159146 5:1.193861 6:1.21096 7:-1.089903 8:-0.689277
-1 1:-0.541153 2:0.389669 3:0.312849 4:-0.13888 5:-0.211489 6:0.452233 7:-0.596926 8:-0.595954
1 1:1.365268 2:-0.240552 3:-1.076039 4:-0.578023 5:-0.651003 6:-1.077033 7:0.872366 8:0.733168
-1 1:-0.34472 2:-0.883409 3:0.113002 4:0.018065 5:-0.567547 6:-0.34771 7:0.046206 8:-0.302467
-1 1:-0.10305 2:-1.199286 3:0.017196 4:0.001184 5:-0.22684 6:0.485891 7:-0.65187 8:-0.619568
1 1:0.48665 2:0.848345 3:-0.551533 4:-0.622643 5:-0.676583 6:-1.079597 7:1.741826 8:1.593521
-1 1:-1.301952 2:-1.486571 3:1.562521 4:1.540827 5:1.192873 6:1.512366 7:-1.020639 8:-0.687602
-1 1:-1.345179 2:-1.226059 3:1.60086 4:1.57331 5:0.731167 6:1.410803 7:-0.992253 8:-0.686182
-1 1:-2.006857 2:-1.367123 3:2.151066 4:2.317931 5:2.009163 6:1.128601 7:-1.139166 8:-0.695971
1 1:0.902837 2:0.131218 3:-0.703519 4:-0.580882 5:-0.642853 6:-0.818654 7:0.638088 8:0.190376
1 1:0.780192 2:1.193282 3:-0.780721 4:-0.670969 5:-0.68667 6:-1.179129 7:2.676698 8:3.219237
1 1:1.526917 2:0.774136 3:-0.833144 4:-0.64358 5:-0.650882 6:-0.893299 7:0.813609 8:0.381234
1 1:1.366273 2:0.094013 3:-0.806402 4:-0.595337 5:-0.634461 6:-0.887335 7:0.664863 8:0.294043
1 1:0.720881 2:1.079378 3:-0.843685 4:-0.680547 5:-0.673396 6:-1.133951 7:1.735109 8:1.778361
1 1:0.4201 2:-0.362471 3:-0.783546 4:-0.564247 5:-0.557803 6:-0.438902 7:-0.11906 8:-0.389968
1 1:1.135259 2:1.184744 3:-0.898386 4:-0.663544 5:-0.484413 6:-0.090888 7:-0.307012 8:-0.492292
1 1:0.311127 2:0.655001 3:-0.630827 4:-0.619283 5:-0.642732 6:-1.047652 7:0.710174 8:0.525077
-1 1:0.832065 2:0.920179 3:-0.605064 4:-0.641718 5:-0.260207 6:0.521285 7:-0.641656 8:-0.621098
-1 1:-1.674309 2:-0.428976 3:1.34311 4:0.897206 5:1.200458 6:0.490078 7:-0.895895 8:-0.667199
-1 1:-0.036701 2:0.148268 3:-0.160406 4:-0.342393 5:-0.414593 6:0.194596 7:-0.40379 8:-0.536914
-1 1:-0.52929 2:0.399869 3:-0.019821 4:-0.342098 5:-0.527503 6:-0.26437 7:-0.129136 8:-0.392366
-1 1:-1.138693 2:-0.925551 3:1.1757 4:0.888505 5:-0.234305 6:0.420175 7:-0.598771 8:-0.599204
1 1:1.607541 2:-0.22868 3:-0.888758 4:-0.559899 5:-0.655401 6:-1.089748 7:1.038014 8:0.917702
-1 1:0.570088 2:1.072094 3:-0.600099 4:-0.631453 5:-0.428048 6:0.013733 7:-0.469821 8:-0.56282
-1 1:-1.736234 2:-1.497769 3:2.035117 4:2.297215 5:-0.221474 6:0.310575 7:-0.66032 8:-0.613048
-1 1:-1.698637 2:-0.235236 3:1.351024 4:0.84943 5:2.239259 6:0.75189 7:-1.184439 8:-0.686743
-1 1:-1.541008 2:-1.570269 3:2.235585 4:2.633369 5:1.919816 6:1.634023 7:-1.16716 8:-0.695685
1 1:1.370093 2:0.703997 3:-1.008674 4:-0.63719 5:-0.646021 6:-0.92818 7:0.999523 8:0.653179
-1 1:-1.568352 2:-1.618288 3:2.106072 4:2.312066 5:1.630289 6:0.787171 7:-1.052009 8:-0.679502
-1 1:-1.598108 2:-1.552093 3:2.009086 4:2.178157 5:0.094399 6:1.046247 7:-0.777885 8:-0.650958
-1 1:-1.386596 2:-1.694755 3:1.861862 4:2.250264 5:-0.093475 6:0.849282 7:-0.714829 8:-0.638106
-1 1:-0.23052 2:1.72989 3:-0.02098 4:-0.495351 5:1.908963 6:2.150193 7:-1.227393 8:-0.701923
1 1:1.279617 2:0.214201 3:-0.865754 4:-0.631099 5:-0.68903 6:-1.24282 7:3.214082 8:4.671788
-1 1:-0.512603 2:0.192808 3:0.41478 4:-0.123567 5:-0.197226 6:0.550586 7:-0.663936 8:-0.621189
1 1:1.195174 2:0.079019 3:-0.873166 4:-0.58368 5:-0.638577 6:-0.796884 7:0.624731 8:0.195605
-1 1:-1.547241 2:-0.904104 3:1.099296 4:0.744208 5:0.971411 6:0.966034 7:-1.067012 8:-0.68655
-1 1:0.668606 2:0.33538 3:-0.566799 4:-0.578411 5:-0.626896 6:-0.816205 7:0.624465 8:0.236246
1 1:1.518875 2:0.4822 3:-0.907994 4:-0.626051 5:-0.517295 6:-0.275242 7:-0.213581 8:-0.442416
1 1:1.117566 2:0.559758 3:-0.745603 4:-0.642569 5:-0.675494 6:-1.139381 7:1.667127 8:1.719554
1 1:-0.386741 2:-0.664278 3:-0.416128 4:-0.395634 5:0.285338 6:1.567288 7:-0.916431 8:-0.684147
-1 1:-1.958603 2:-1.461957 3:2.297729 4:2.598468 5:1.952033 6:1.259401 7:-1.19596 8:-0.694532
-1 1:-1.97509 2:-0.998193 3:1.979787 4:1.926651 5:1.019403 6:0.664129 7:-0.964854 8:-0.673571
1 1:0.712637 2:0.157946 3:-0.897376 4:-0.631607 5:-0.507632 6:-0.206887 7:-0.251842 8:-0.463965
1 1:0.240556 2:-0.977706 3:-0.571035 4:-0.427768 5:-0.632908 6:-0.756131 7:0.509421 8:0.075645
-1 1:-0.871288 2:-1.389594 3:0.877017 4:0.710285 5:0.290281 6:1.11404 7:-0.867425 8:-0.667614
-1 1:0.169583 2:-0.025291 3:-0.223431 4:-0.45649 5:-0.606178 6:-0.576202 7:0.277491 8:-0.132626
-1 1:0.02261 2:0.392746 3:-0.183531 4:-0.471312 5:-0.216814 6:0.561428 7:-0.638242 8:-0.616677
1 1:0.505348 2:0.055054 3:-0.78764 4:-0.607888 5:-0.646021 6:-0.871474 7:0.687804 8:0.262234
1 1:1.175068 2:1.352046 3:-0.947154 4:-0.666343 5:-0.601922 6:-0.579658 7:0.335178 8:-0.077977
-1 1:-0.997149 2:-1.274599 3:0.970692 4:0.748381 5:0.85957 6:1.331228 7:-0.98109 8:-0.681848
1 1:0.586575 2:-0.326922 3:-0.745881 4:-0.552067 5:-0.687315 6:-1.153252 7:2.665816 8:3.032114
1 1:0.111277 2:-0.34227 3:-0.54263 4:-0.52889 5:-0.672347 6:-1.15513 7:1.646648 8:1.822218
1 1:1.489722 2:0.092207 3:-0.968914 4:-0.63133 5:-0.651487 6:-1.043987 7:0.991256 8:0.797694
1 1:0.941038 2:1.091509 3:-0.843803 4:-0.670996 5:-0.64245 6:-0.838076 7:0.755509 8:0.329295
-1 1:0.620151 2:0.541722 3:-0.41296 4:-0.556521 5:0.322538 6:1.363769 7:-0.914927 8:-0.679586
-1 1:-1.678933 2:-1.208705 3:2.095048 4:2.339421 5:-0.187422 6:0.346882 7:-0.649686 8:-0.607222
-1 1:-1.686171 2:-0.851769 3:1.750381 4:1.589254 5:2.409017 6:1.100416 7:-1.208202 8:-0.691053
-1 1:-1.977703 2:-1.291675 3:2.109015 4:2.201386 5:0.960194 6:1.027971 7:-1.056982 8:-0.685732
1 1:0.993514 2:0.482525 3:-0.785987 4:-0.656322 5:-0.557036 6:-0.245708 7:-0.001517 8:-0.338423
-1 1:-0.794886 2:-0.582768 3:0.914817 4:0.432374 5:0.712083 6:1.276189 7:-0.971379 8:-0.681737
-1 1:-2.069385 2:-1.453034 3:2.274187 4:2.573108 5:2.225259 6:0.875084 7:-1.15065 8:-0.695592
1 1:0.969387 2:1.130756 3:-0.803693 4:-0.649371 5:-0.670249 6:-1.177225 7:1.864098 8:2.255093
1 1:0.99472 2:0.413946 3:-0.725656 4:-0.62883 5:-0.647675 6:-0.994178 7:0.887331 8:0.61342
-1 1:-0.301694 2:-0.946812 3:0.267077 4:0.081029 5:-0.19888 6:0.574346 7:-0.672407 8:-0.626299
1 1:0.278958 2:0.617939 3:-0.555446 4:-0.58365 5:-0.652617 6:-1.076102 7:1.155086 8:1.061747
1 1:1.231967 2:-0.345921 3:-0.841496 4:-0.598752 5:-0.636136 6:-0.999365 7:0.543574 8:0.304216
1 1:-0.265303 2:-0.642317 3:-0.407537 4:-0.416123 5:-0.659456 6:-0.915031 7:1.075919 8:0.658527
1 1:0.400396 2:-0.067252 3:-0.581506 4:-0.561661 5:-0.534604 6:-0.38226 7:-0.228717 8:-0.446724
-1 1:-0.20961 2:2.051414 3:-0.139182 4:-0.553768 5:1.548689 6:1.286561 7:-1.072903 8:-0.693281
1 1:1.271977 2:0.073133 3:-0.847353 4:-0.625935 5:-0.602487 6:-0.613696 7:0.192591 8:-0.182655
-1 1:-0.781818 2:-1.465199 3:0.416409 4:0.438292 5:-0.581648 6:-0.413669 7:0.089447 8:-0.276647
1 1:0.657347 2:0.887137 3:-0.675666 4:-0.653005 5:-0.643801 6:-0.95117 7:0.615119 8:0.301589
-1 1:-1.83254 2:-0.086741 3:1.192828 4:0.624794 5:1.747899 6:0.961727 7:-1.142441 8:-0.690599
-1 1:-0.04213 2:-0.25158 3:-0.066882 4:-0.333984 5:0.252315 6:1.371444 7:-0.8608 8:-0.671168
1 1:1.098465 2:0.690867 3:-0.949499 4:-0.651145 5:-0.647332 6:-0.875219 7:0.699808 8:0.261539
-1 1:0.040505 2:-0.359756 3:-0.138001 4:-0.402753 5:0.337829 6:1.375868 7:-0.909936 8:-0.67808
-1 1:-0.905065 2:-0.442282 3:0.577548 4:0.253999 5:-0.552457 6:-0.466918 7:0.008136 8:-0.290632
1 1:0.513792 2:-0.395184 3:-0.576126 4:-0.564046 5:-0.671277 6:-1.116104 7:1.382638 8:1.294264
1 1:1.487912 2:-0.526218 3:-0.987334 4:-0.508012 5:-0.652173 6:-1.064086 7:0.949098 8:0.76242
-1 1:-0.822029 2:-1.152414 3:0.753054 4:0.530428 5:-0.512312 6:-0.265018 7:-0.168874 8:-0.409731
-1 1:-1.063699 2:0.063225 3:0.687321 4:0.117089 5:0.426228 6:1.139156 7:-0.927706 8:-0.675973
-1 1:-0.716273 2:-1.029178 3:0.771264 4:0.452591 5:1.103868 6:1.162841 7:-1.037832 8:-0.685148
-1 1:-0.855404 2:-0.637903 3:0.664968 4:0.222561 5:0.092664 6:1.037116 7:-0.785023 8:-0.652059
-1 1:-0.44163 2:-0.741187 3:0.227774 4:0.050282 5:-0.27917 6:0.366494 7:-0.608664 8:-0.605505
1 1:0.491475 2:-0.236702 3:-0.626042 4:-0.550483 5:-0.649006 6:-1.029494 7:0.664604 8:0.427067
1 1:1.11274 2:1.113745 3:-0.941557 4:-0.650196 5:-0.656632 6:-1.073274 7:0.993172 8:0.803779
-1 1:1.039958 2:-0.396778 3:-0.753938 4:-0.533977 5:-0.562221 6:-0.301896 7:0.033061 8:-0.312337
1 1:0.836689 2:0.546615 3:-0.727995 4:-0.586492 5:-0.683886 6:-1.235261 7:2.71416 8:3.953322
-1 1:-1.273603 2:-1.847413 3:1.660327 4:1.98473 5:0.844097 6:2.115144 7:-0.994293 8:-0.691324
1 1:0.413063 2:0.072701 3:-0.49641 4:-0.542992 5:-0.598049 6:-0.566319 7:0.154958 8:-0.216128
-1 1:0.063425 2:1.981559 3:-0.265957 4:-0.597529 5:0.94569 6:1.797202 7:-1.047684 8:-0.693682
1 1:1.308972 2:0.502022 3:-0.880339 4:-0.635514 5:-0.631677 6:-0.941849 7:0.555677 8:0.271161
1 1:1.276602 2:2.034339 3:-0.93335 4:-0.697309 5:-0.671721 6:-1.128467 7:2.020284 8:2.318922
1 1:0.806732 2:0.419548 3:-0.733154 4:-0.642321 5:-0.660808 6:-1.035424 7:0.898945 8:0.596785
-1 1:-0.059019 2:0.095948 3:-0.253887 4:-0.467194 5:-0.452781 6:-0.057851 7:-0.381202 8:-0.521997
